play_session_id,user_id,start_datetime,end_datetime,channel_code,status_code,total_score,play_session_channel_code,english_description_x,french_description_x,play_session_status_code,english_description_y,french_description_y
144,207,2024-11-30T14:15:20.742-06:00,2024-11-30T16:24:20.742-06:00,BROWSER,ABORTED,1702,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
145,96,2024-01-22T01:56:07.370-06:00,2024-01-22T09:22:07.370-06:00,BROWSER,ABORTED,711,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
146,441,2024-05-09T05:06:42.530-06:00,2024-05-09T10:30:42.530-06:00,MOBILE,COMPLETED,1200,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
147,34,2024-12-02T13:09:07.594-06:00,2024-12-02T18:22:07.594-06:00,BROWSER,COMPLETED,3151,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
148,41,2024-04-17T00:28:11.962-06:00,2024-04-17T05:04:11.962-06:00,MOBILE,ABORTED,3049,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
149,221,2024-05-01T03:04:21.055-06:00,2024-05-01T08:15:21.055-06:00,MOBILE,COMPLETED,2689,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
150,25,2024-09-06T15:14:06.894-06:00,2024-09-06T18:50:06.894-06:00,BROWSER,TIMEOUT,3583,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
151,474,2024-06-16T08:35:54.944-06:00,2024-06-16T14:56:54.944-06:00,BROWSER,ABORTED,4199,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
152,431,2024-10-26T16:37:21.879-06:00,2024-10-26T22:40:21.879-06:00,BROWSER,TIMEOUT,4928,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
153,390,2024-11-06T00:12:23.727-06:00,2024-11-06T04:27:23.727-06:00,BROWSER,TIMEOUT,258,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
154,402,2024-07-06T12:10:57.021-06:00,2024-07-06T13:27:57.021-06:00,BROWSER,ABORTED,4213,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
155,274,2024-10-31T02:46:56.259-06:00,2024-10-31T06:55:56.259-06:00,MOBILE,TIMEOUT,2731,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
156,31,2024-09-11T20:50:51.766-06:00,2024-09-12T04:45:51.766-06:00,BROWSER,TIMEOUT,2941,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
157,418,2024-09-06T19:07:05.119-06:00,2024-09-06T21:06:05.119-06:00,BROWSER,COMPLETED,4460,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
158,341,2024-01-07T04:06:27.410-06:00,2024-01-07T06:15:27.410-06:00,BROWSER,ABORTED,1390,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
159,118,2024-12-18T10:54:01.078-06:00,2024-12-18T11:58:01.078-06:00,BROWSER,COMPLETED,2164,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
160,104,2024-11-02T08:44:40.086-06:00,2024-11-02T09:47:40.086-06:00,MOBILE,ABORTED,1211,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
161,73,2024-03-12T18:13:21.028-06:00,2024-03-12T21:34:21.028-06:00,MOBILE,ABORTED,2054,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
162,31,2024-12-08T16:07:50.456-06:00,2024-12-08T16:50:50.456-06:00,BROWSER,COMPLETED,546,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
163,287,2024-10-30T03:45:05.659-06:00,2024-10-30T10:53:05.659-06:00,MOBILE,COMPLETED,1764,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
164,305,2024-06-08T20:48:56.823-06:00,2024-06-09T04:00:56.823-06:00,MOBILE,TIMEOUT,3633,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
165,41,2024-10-29T22:21:48.441-06:00,2024-10-30T04:32:48.441-06:00,MOBILE,TIMEOUT,3386,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
166,499,2024-09-23T19:10:09.681-06:00,2024-09-24T03:23:09.681-06:00,MOBILE,COMPLETED,1608,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
167,310,2024-02-10T20:49:02.800-06:00,2024-02-10T21:49:02.800-06:00,MOBILE,COMPLETED,1831,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
168,476,2024-08-19T08:23:55.487-06:00,2024-08-19T12:02:55.487-06:00,MOBILE,TIMEOUT,276,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
170,297,2024-08-15T22:27:18.939-06:00,2024-08-16T01:53:18.939-06:00,MOBILE,COMPLETED,2036,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
171,241,2024-11-26T19:15:07.282-06:00,2024-11-26T20:51:07.282-06:00,MOBILE,ABORTED,2125,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
172,333,2024-10-26T11:39:28.045-06:00,2024-10-26T17:38:28.045-06:00,BROWSER,COMPLETED,2570,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
173,253,2024-11-01T20:12:58.700-06:00,2024-11-01T21:54:58.700-06:00,BROWSER,TIMEOUT,1126,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
174,410,2024-06-19T15:28:48.122-06:00,2024-06-20T01:18:48.122-06:00,BROWSER,ABORTED,564,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
175,447,2024-06-06T19:07:30.936-06:00,2024-06-07T00:52:30.936-06:00,MOBILE,TIMEOUT,764,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
176,496,2024-01-29T19:30:37.110-06:00,2024-01-30T04:09:37.110-06:00,BROWSER,ABORTED,3987,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
177,408,2024-12-16T11:07:50.837-06:00,2024-12-16T17:17:50.837-06:00,BROWSER,ABORTED,2506,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
178,460,2024-08-05T19:51:13.458-06:00,2024-08-05T20:02:13.458-06:00,BROWSER,TIMEOUT,4515,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
179,367,2024-06-29T18:53:53.877-06:00,2024-06-30T01:54:53.877-06:00,BROWSER,ABORTED,4016,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
180,110,2024-03-28T13:58:10.051-06:00,2024-03-28T23:44:10.051-06:00,MOBILE,ABORTED,2975,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
181,159,2024-12-20T00:01:39.796-06:00,2024-12-20T06:55:39.796-06:00,MOBILE,ABORTED,746,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
182,59,2024-10-16T22:26:10.932-06:00,2024-10-17T01:49:10.932-06:00,BROWSER,TIMEOUT,300,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
183,408,2024-12-21T18:58:36.593-06:00,2024-12-21T19:06:36.593-06:00,BROWSER,ABORTED,1073,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
184,184,2024-11-17T11:49:13.317-06:00,2024-11-17T13:54:13.317-06:00,BROWSER,COMPLETED,145,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
185,137,2024-07-24T06:26:03.537-06:00,2024-07-24T07:52:03.537-06:00,MOBILE,ABORTED,4095,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
186,209,2024-11-27T15:40:07.846-06:00,2024-11-27T23:34:07.846-06:00,MOBILE,COMPLETED,3675,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
187,345,2024-05-20T02:52:11.132-06:00,2024-05-20T12:11:11.132-06:00,MOBILE,COMPLETED,3170,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
188,443,2024-12-27T15:21:34.150-06:00,2024-12-27T22:42:34.150-06:00,MOBILE,COMPLETED,4877,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
189,281,2024-09-23T08:19:19.681-06:00,2024-09-23T15:47:19.681-06:00,BROWSER,TIMEOUT,3069,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
190,454,2024-02-09T16:01:22.872-06:00,2024-02-09T19:45:22.872-06:00,MOBILE,COMPLETED,654,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
191,446,2024-07-15T05:34:12.134-06:00,2024-07-15T12:51:12.134-06:00,MOBILE,ABORTED,3637,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
192,398,2024-07-02T06:59:31.962-06:00,2024-07-02T08:46:31.962-06:00,MOBILE,TIMEOUT,396,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
193,265,2024-05-22T03:50:23.442-06:00,2024-05-22T07:40:23.442-06:00,BROWSER,ABORTED,1473,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
194,107,2024-09-26T10:13:01.965-06:00,2024-09-26T17:13:01.965-06:00,BROWSER,ABORTED,3610,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
195,430,2024-02-18T14:17:02.527-06:00,2024-02-18T17:57:02.527-06:00,MOBILE,TIMEOUT,647,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
196,433,2024-08-31T17:45:48.400-06:00,2024-08-31T22:55:48.400-06:00,MOBILE,TIMEOUT,154,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
197,82,2024-04-23T10:29:08.508-06:00,2024-04-23T19:04:08.508-06:00,MOBILE,ABORTED,1806,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
198,319,2024-07-29T20:14:19.641-06:00,2024-07-29T21:25:19.641-06:00,MOBILE,TIMEOUT,3958,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
199,18,2024-10-19T15:46:59.689-06:00,2024-10-19T17:04:59.689-06:00,BROWSER,TIMEOUT,1587,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
200,327,2024-07-23T16:58:31.824-06:00,2024-07-23T23:34:31.824-06:00,BROWSER,TIMEOUT,585,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
201,297,2024-09-17T03:07:14.046-06:00,2024-09-17T05:48:14.046-06:00,MOBILE,COMPLETED,2628,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
202,495,2024-01-12T07:38:05.394-06:00,2024-01-12T11:30:05.394-06:00,BROWSER,TIMEOUT,2474,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
203,202,2024-01-03T16:23:44.577-06:00,2024-01-03T21:15:44.577-06:00,BROWSER,ABORTED,2228,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
204,387,2024-10-21T10:12:14.697-06:00,2024-10-21T15:55:14.697-06:00,BROWSER,COMPLETED,3165,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
205,13,2024-05-31T21:14:25.014-06:00,2024-06-01T02:31:25.014-06:00,MOBILE,ABORTED,362,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
206,341,2024-12-15T12:22:06.084-06:00,2024-12-15T20:35:06.084-06:00,BROWSER,ABORTED,1065,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
207,468,2024-11-07T08:55:32.893-06:00,2024-11-07T15:37:32.893-06:00,MOBILE,ABORTED,4687,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
208,211,2024-10-18T19:57:24.676-06:00,2024-10-19T00:07:24.676-06:00,MOBILE,ABORTED,1146,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
209,478,2024-09-05T05:30:31.767-06:00,2024-09-05T15:12:31.767-06:00,MOBILE,COMPLETED,4643,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
210,154,2024-05-08T10:38:33.484-06:00,2024-05-08T17:24:33.484-06:00,MOBILE,TIMEOUT,4382,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
211,360,2024-11-29T12:19:15.669-06:00,2024-11-29T21:58:15.669-06:00,BROWSER,TIMEOUT,4010,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
212,238,2024-07-15T19:52:32.124-06:00,2024-07-16T02:12:32.124-06:00,MOBILE,TIMEOUT,394,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
213,352,2024-05-24T23:56:17.056-06:00,2024-05-25T06:23:17.056-06:00,MOBILE,COMPLETED,3470,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
214,178,2024-09-10T17:19:49.141-06:00,2024-09-10T22:11:49.141-06:00,BROWSER,ABORTED,1428,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
215,208,2024-02-20T21:24:06.159-06:00,2024-02-21T05:32:06.159-06:00,MOBILE,ABORTED,2325,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
216,255,2024-02-10T13:06:42.922-06:00,2024-02-10T22:15:42.922-06:00,BROWSER,COMPLETED,186,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
217,365,2024-05-12T06:26:08.580-06:00,2024-05-12T11:20:08.580-06:00,BROWSER,ABORTED,1244,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
218,240,2024-05-11T12:58:53.244-06:00,2024-05-11T13:17:53.244-06:00,BROWSER,TIMEOUT,4192,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
219,125,2024-01-24T02:04:57.433-06:00,2024-01-24T11:43:57.433-06:00,MOBILE,COMPLETED,1408,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
220,173,2024-12-18T01:42:25.981-06:00,2024-12-18T06:40:25.981-06:00,MOBILE,ABORTED,2254,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
221,74,2024-04-27T19:53:42.365-06:00,2024-04-27T20:41:42.365-06:00,BROWSER,ABORTED,2788,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
222,55,2024-12-21T08:31:02.768-06:00,2024-12-21T11:03:02.768-06:00,MOBILE,TIMEOUT,4179,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
223,381,2024-09-28T08:29:25.881-06:00,2024-09-28T10:56:25.881-06:00,MOBILE,ABORTED,3457,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
224,247,2024-03-11T14:17:10.870-06:00,2024-03-11T21:10:10.870-06:00,MOBILE,COMPLETED,4653,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
225,38,2024-07-30T10:15:04.169-06:00,2024-07-30T16:15:04.169-06:00,MOBILE,ABORTED,978,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
226,439,2024-08-09T22:41:13.551-06:00,2024-08-10T07:42:13.551-06:00,MOBILE,COMPLETED,3912,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
227,427,2024-09-02T07:52:53.246-06:00,2024-09-02T15:04:53.246-06:00,MOBILE,ABORTED,1121,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
228,398,2024-10-05T21:08:08.901-06:00,2024-10-05T23:57:08.901-06:00,MOBILE,ABORTED,3151,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
229,95,2024-10-28T19:30:23.692-06:00,2024-10-29T01:15:23.692-06:00,BROWSER,ABORTED,1579,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
230,9,2024-11-29T01:32:38.945-06:00,2024-11-29T05:06:38.945-06:00,BROWSER,COMPLETED,3697,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
231,250,2024-01-19T16:55:39.083-06:00,2024-01-19T20:52:39.083-06:00,MOBILE,TIMEOUT,4246,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
232,185,2024-08-06T21:50:32.188-06:00,2024-08-07T04:41:32.188-06:00,MOBILE,COMPLETED,215,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
233,432,2024-04-27T14:41:56.071-06:00,2024-04-27T22:38:56.071-06:00,BROWSER,COMPLETED,4599,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
234,99,2024-10-21T15:46:39.790-06:00,2024-10-21T21:03:39.790-06:00,MOBILE,TIMEOUT,684,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
235,302,2024-07-29T05:56:36.487-06:00,2024-07-29T08:53:36.487-06:00,BROWSER,COMPLETED,2336,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
236,430,2024-07-23T02:25:10.067-06:00,2024-07-23T04:13:10.067-06:00,BROWSER,COMPLETED,1628,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
237,451,2024-02-27T21:16:09.166-06:00,2024-02-28T00:35:09.166-06:00,BROWSER,TIMEOUT,2517,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
238,466,2024-06-19T16:44:19.103-06:00,2024-06-20T00:25:19.103-06:00,MOBILE,TIMEOUT,234,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
239,388,2024-01-28T20:22:14.785-06:00,2024-01-28T23:31:14.785-06:00,BROWSER,ABORTED,2963,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
240,22,2024-04-25T18:14:26.707-06:00,2024-04-25T19:51:26.707-06:00,MOBILE,ABORTED,1052,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
241,460,2024-12-19T20:15:07.512-06:00,2024-12-20T02:05:07.512-06:00,MOBILE,COMPLETED,4408,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
242,236,2024-03-19T13:15:05.907-06:00,2024-03-19T17:23:05.907-06:00,MOBILE,TIMEOUT,2205,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
243,423,2024-03-28T20:52:26.480-06:00,2024-03-28T21:48:26.480-06:00,BROWSER,ABORTED,3432,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
244,449,2024-06-23T02:12:19.747-06:00,2024-06-23T07:33:19.747-06:00,MOBILE,TIMEOUT,1924,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
245,200,2024-11-13T20:12:43.481-06:00,2024-11-14T01:43:43.481-06:00,MOBILE,TIMEOUT,3625,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
246,45,2024-02-06T08:50:53.027-06:00,2024-02-06T09:19:53.027-06:00,MOBILE,COMPLETED,4790,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
247,263,2024-01-30T07:44:17.702-06:00,2024-01-30T08:07:17.702-06:00,BROWSER,COMPLETED,2622,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
248,450,2024-09-30T08:46:06.682-06:00,2024-09-30T10:46:06.682-06:00,MOBILE,COMPLETED,2397,MOBILE,Mobile application,Application mobile,COMPLETED,Session completed,Session terminée
249,125,2024-05-18T16:24:39.661-06:00,2024-05-18T20:24:39.661-06:00,MOBILE,TIMEOUT,859,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
250,389,2024-08-23T03:39:39.668-06:00,2024-08-23T11:25:39.668-06:00,MOBILE,ABORTED,4640,MOBILE,Mobile application,Application mobile,ABORTED,Session aborted,Session interrompue
251,230,2024-01-20T14:51:43.423-06:00,2024-01-20T19:12:43.423-06:00,BROWSER,TIMEOUT,4827,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
252,270,2024-08-31T14:50:48.481-06:00,2024-09-01T00:33:48.481-06:00,BROWSER,TIMEOUT,2760,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
253,309,2024-12-27T18:58:07.723-06:00,2024-12-27T19:50:07.723-06:00,BROWSER,COMPLETED,3695,BROWSER,Browser,Navigateur,COMPLETED,Session completed,Session terminée
254,344,2024-10-22T13:29:47.754-06:00,2024-10-22T19:26:47.754-06:00,MOBILE,TIMEOUT,1127,MOBILE,Mobile application,Application mobile,TIMEOUT,Session timeout,Délai d'expiration de la session
255,38,2024-09-15T20:03:24.348-06:00,2024-09-15T23:29:24.348-06:00,BROWSER,TIMEOUT,3607,BROWSER,Browser,Navigateur,TIMEOUT,Session timeout,Délai d'expiration de la session
256,126,2024-12-07T09:11:19.525-06:00,2024-12-07T09:29:19.525-06:00,BROWSER,ABORTED,2560,BROWSER,Browser,Navigateur,ABORTED,Session aborted,Session interrompue
